,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,6.622885210114608,6.589046189979122,5.5187096816000665,6.491714509394568,0.963874042224059,0.9635984772162223,0.9741885506180721,0.9657959980806543,0.6120939774858933,0.6122998548255693,0.6233973851265506,0.6120416382445244,446.49822630525745,450.5320133089771,318.73260820964407,423.33387917536527,0.3147997060114354,0.31331930743539815,0.3191518501096801,0.312830569876173,0.5610701435751464,0.5597493255336697,0.5649352618749162,0.5593125869101937,binahongmerah
